0,1,2
"{'id': 'HGNC:6513', 'label': 'LASP1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:170', 'label': 'ACTR3'}"
"{'id': 'HGNC:1884', 'label': 'CFTR'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:170', 'label': 'ACTR3'}"
"{'id': 'HGNC:16283', 'label': 'TRIM14'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:170', 'label': 'ACTR3'}"
"{'id': 'HGNC:24999', 'label': 'ARMC8'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:170', 'label': 'ACTR3'}"
"{'id': 'HGNC:11875', 'label': 'TMPO'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:170', 'label': 'ACTR3'}"
"{'id': 'HGNC:12310', 'label': 'TRIP4'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:170', 'label': 'ACTR3'}"
"{'id': 'HGNC:18278', 'label': 'RAD18'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:170', 'label': 'ACTR3'}"
"{'id': 'HGNC:7960', 'label': 'NR0B1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001417', 'label': 'X-linked inheritance'}"
"{'id': 'HGNC:397', 'label': 'ALAS2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001423', 'label': 'X-linked dominant inheritance'}"
"{'id': 'HGNC:592', 'label': 'XIAP'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001417', 'label': 'X-linked inheritance'}"
"{'id': 'HGNC:461', 'label': 'AMELX'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001423', 'label': 'X-linked dominant inheritance'}"
"{'id': 'HGNC:710', 'label': 'ARR3'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001417', 'label': 'X-linked inheritance'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0031960', 'label': 'Arm dystonia'}"
"{'id': 'HGNC:4010', 'label': 'FUS'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0031960', 'label': 'Arm dystonia'}"
"{'id': 'HGNC:4165', 'label': 'GAS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002451', 'label': 'Limb dystonia'}"
"{'id': 'HGNC:4193', 'label': 'GCH1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002451', 'label': 'Limb dystonia'}"
"{'id': 'HGNC:4189', 'label': 'GCDH'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002451', 'label': 'Limb dystonia'}"
"{'id': 'HGNC:4318', 'label': 'GLI2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002451', 'label': 'Limb dystonia'}"
"{'id': 'HGNC:4388', 'label': 'GNAL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002451', 'label': 'Limb dystonia'}"
"{'id': 'HGNC:4396', 'label': 'GNB1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002451', 'label': 'Limb dystonia'}"
"{'id': 'HGNC:5144', 'label': 'HPCA'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002451', 'label': 'Limb dystonia'}"
"{'id': 'HGNC:6053', 'label': 'IMPDH2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002451', 'label': 'Limb dystonia'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3976', 'label': 'FTH1'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0016788', 'label': 'obsolete genetic hyperferritinemia without iron overload'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0010923', 'label': 'Anterior subcapsular cataract'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002425', 'label': 'Anarthria'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001260', 'label': 'Dysarthria'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0025331', 'label': 'Upgaze palsy'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001348', 'label': 'Brisk reflexes'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001347', 'label': 'Hyperreflexia'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001332', 'label': 'Dystonia'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001337', 'label': 'Tremor'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'HGNC:10916', 'label': 'SLC13A1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:7464', 'label': 'MTNR1B'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:4324', 'label': 'GLP1R'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:9949', 'label': 'RECQL4'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:1780', 'label': 'CDK9'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:7671', 'label': 'NCOA4'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:15598', 'label': 'HAMP'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:4556', 'label': 'GPX4'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:11763', 'label': 'TFRC'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:4886', 'label': 'HFE'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:11290', 'label': 'SREBF2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:117', 'label': 'ACO1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:19102', 'label': 'RIGI'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:5261', 'label': 'HSPD1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:9283', 'label': 'PPP1CC'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:23663', 'label': 'VKORC1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:30092', 'label': 'NAMPT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3999', 'label': 'FTL'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002460', 'label': 'Distal muscle weakness'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0008619', 'label': 'Bilateral sensorineural hearing impairment'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001197', 'label': 'Abnormality of prenatal development or birth'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0410219', 'label': 'Hypoplasia of mandible relative to maxilla'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007266', 'label': 'Cerebral dysmyelination'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0010871', 'label': 'Sensory ataxia'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0009886', 'label': 'Trichorrhexis nodosa'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001298', 'label': 'Encephalopathy'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001276', 'label': 'Hypertonia'}"
"{'id': 'HGNC:4853', 'label': 'HDAC2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:1791', 'label': 'CDKN3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:4617', 'label': 'GSK3B'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:591', 'label': 'BIRC3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:18268', 'label': 'LMBR1L'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:18618', 'label': 'LRRK2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:11390', 'label': 'AURKB'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:1530', 'label': 'MICU1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:11179', 'label': 'SOD1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:4800', 'label': 'HSD17B10'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:1100', 'label': 'BRCA1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:1884', 'label': 'CFTR'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:12491', 'label': 'UBE2M'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:15886', 'label': 'AAR2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:26075', 'label': 'PIH1D1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:1734', 'label': 'CDC34'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:3468', 'label': 'ESR2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:328', 'label': 'AGR2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:7553', 'label': 'MYC'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:24500', 'label': 'VIRMA'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:20', 'label': 'AARS1'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001263', 'label': 'Global developmental delay'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000083', 'label': 'Renal insufficiency'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000072', 'label': 'Hydroureter'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000021', 'label': 'Megacystis'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0008872', 'label': 'Feeding difficulties in infancy'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000009', 'label': 'Functional abnormality of the bladder'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002019', 'label': 'Constipation'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002013', 'label': 'Vomiting'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002039', 'label': 'Anorexia'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0010677', 'label': 'Enuresis nocturna'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0011968', 'label': 'Feeding difficulties'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0003623', 'label': 'Neonatal onset'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0004906', 'label': 'Hypernatremic dehydration'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001945', 'label': 'Fever'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001955', 'label': 'Unexplained fevers'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001986', 'label': 'Hypertonic dehydration'}"
"{'id': 'HGNC:634', 'label': 'AQP2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0004322', 'label': 'Short stature'}"
"{'id': 'HGNC:2018', 'label': 'CLCA4'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:5241', 'label': 'HSPA8'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:5237', 'label': 'HSPA4'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:11427', 'label': 'STUB1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:7103', 'label': 'MIP'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:894', 'label': 'AVP'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:6255', 'label': 'KCNJ1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:10912', 'label': 'SLC12A3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:9251', 'label': 'CTSA'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:23703', 'label': 'ERMP1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:17190', 'label': 'OLFM4'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:25582', 'label': 'SLC38A7'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:1769', 'label': 'CDIPT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:28106', 'label': 'TMEM97'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:8599', 'label': 'PANX1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:28771', 'label': 'TMEM109'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:5474', 'label': 'IGFBP5'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:16100', 'label': 'FAM209A'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:20452', 'label': 'INSIG2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:15927', 'label': 'ERGIC3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:634', 'label': 'AQP2'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:34528', 'label': 'TOMM6'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:19195', 'label': 'ABLIM2'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0010851', 'label': 'EEG with burst suppression'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001272', 'label': 'Cerebellar atrophy'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001263', 'label': 'Global developmental delay'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007366', 'label': 'Atrophy/Degeneration affecting the brainstem'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002539', 'label': 'Cortical dysplasia'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002521', 'label': 'Hypsarrhythmia'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0025357', 'label': 'Erratic myoclonus'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001321', 'label': 'Cerebellar hypoplasia'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002020', 'label': 'Gastroesophageal reflux'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002100', 'label': 'Recurrent aspiration pneumonia'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0003593', 'label': 'Infantile onset'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0100716', 'label': 'Self-injurious behavior'}"
"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0011968', 'label': 'Feeding difficulties'}"
"{'id': 'HGNC:2444', 'label': 'CSK'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:4922', 'label': 'HK1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:587', 'label': 'APEX1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:11370', 'label': 'STAU1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:18268', 'label': 'LMBR1L'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:3468', 'label': 'ESR2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:9502', 'label': 'CYTH2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:18305', 'label': 'ATP6AP2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:842', 'label': 'ATP5MC2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:33911', 'label': 'RNASEK'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:28883', 'label': 'PPA2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:18303', 'label': 'ATP6V1H'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:26486', 'label': 'CNST'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:9226', 'label': 'PPA1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:864', 'label': 'ATP6V1G1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:28091', 'label': 'ATP6AP1L'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:16832', 'label': 'ATP6V1F'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:18265', 'label': 'ATP6V1G3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:7897', 'label': 'NPC1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'HGNC:6570', 'label': 'LGALS9'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:865', 'label': 'ATP6V0A1'}"
"{'id': 'MONDO:0013878', 'label': 'pulmonary fibrosis and/or bone marrow failure, Telomere-related, 1'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'MONDO:0012565', 'label': 'Fanconi anemia complementation group N'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}"
"{'id': 'MONDO:0014157', 'label': 'mandibular hypoplasia-deafness-progeroid syndrome'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'MONDO:0007485', 'label': 'dyskeratosis congenita, autosomal dominant 1'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'MONDO:0044325', 'label': 'Fanconi anemia, complementation group W'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}"
"{'id': 'MONDO:0007329', 'label': 'cirrhosis, familial'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}"
"{'id': 'MONDO:0007624', 'label': 'Flynn-Aird syndrome'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'MONDO:0024564', 'label': 'cerebroretinal microangiopathy with calcifications and cysts 1'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}"
"{'id': 'MONDO:0032865', 'label': 'pulmonary fibrosis and/or bone marrow failure, telomere-related, 5'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'MONDO:0016369', 'label': 'Rothmund-Thomson syndrome type 2'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}"
"{'id': 'MONDO:0015026', 'label': 'cerebroretinal microangiopathy with calcifications and cysts 2'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}"
"{'id': 'MONDO:0014613', 'label': 'pulmonary fibrosis and/or bone marrow failure, Telomere-related, 3'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'MONDO:0030355', 'label': 'facioscapulohumeral muscular dystrophy 4, digenic'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0010984', 'label': 'Digenic inheritance'}"
"{'id': 'MONDO:0859147', 'label': 'Marbach-Rustad progeroid syndrome'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'MONDO:0012186', 'label': 'Fanconi anemia complementation group I'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}"
"{'id': 'MONDO:0014986', 'label': 'Fanconi anemia complementation group R'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'MONDO:0011584', 'label': 'Fanconi anemia complementation group D1'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}"
